BACK_VIEW_ MESH______ new_s10_kabe		    0.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe	         2000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		 4000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		 6000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		 8000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		10000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		12000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		14000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		16000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		18000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		20000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		22000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		24000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		26000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		28000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		30000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		32000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		34000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		36000.0,    0.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,


BACK_VIEW_ MESH______ new_s10_kabe		    0.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    2000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    4000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    6000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    8000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    10000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    12000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    14000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    16000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    18000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    20000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    22000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    24000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    26000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    28000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    30000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    32000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    34000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36000.0,    0.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,


BACK_VIEW_ MESH______ new_s10_kabe		        0.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     2000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     4000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     6000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     8000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    10000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    12000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    14000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    16000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    18000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    20000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    22000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    24000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    26000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    28000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    30000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    32000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    34000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36000.0,    2000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,



BACK_VIEW_ MESH______ new_s10_kabe		        0.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     2000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     4000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     6000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     8000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    10000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    12000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    14000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    16000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    18000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    20000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    22000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    24000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    26000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    28000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    30000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    32000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    34000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36000.0,    4000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,


BACK_VIEW_ MESH______ new_s10_kabe		        0.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     2000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     4000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     6000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		     8000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    10000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    12000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    14000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    16000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    18000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    20000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    22000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    24000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    26000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    28000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    30000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    32000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    34000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36000.0,    6000.0,    500.0,   0.0,   0.0,   0.0,   1.0,   1.0,



BACK_VIEW_ MESH______ new_s10_kabe		    0.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe	         2000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		 4000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		 6000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		 8000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		10000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		12000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		14000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		16000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		18000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		20000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		22000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		24000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		26000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		28000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		30000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		32000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		34000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		36000.0,    8000.0, -1700.0,   90.0,   0.0,   0.0,   1.0,   1.0,


BACK_VIEW_ MESH______ new_s10_kabe		    -870.0,    0.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    -870.0,    2000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    -870.0,    4000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    -870.0,    6000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,


BACK_VIEW_ MESH______ new_s10_kabe		    36800.0,    0.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36800.0,    2000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36800.0,    4000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s10_kabe		    36800.0,    6000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,


VIEW_HIT__ SO_HALFSHA new_s10_kabe		    29000.0,    0.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
VIEW_HIT__ SO_COMP___ new_s10_kabe		    29000.0,    2000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
VIEW_HIT__ SO_COMP___ new_s10_kabe		    29000.0,    4000.0,    -700.0,   0.0,   90.0,   0.0,   1.0,   1.0,
