HIT_______ MESH______ ground_hit002		-6150.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		-1250.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		 3650.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		 8550.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		13450.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		18350.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		23250.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		28150.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		33050.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		37950.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		40450.0, -500.0,    0.0,   0.0,   0.0,  90.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		40900.0, -900.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		41350.0, -500.0,    0.0,   0.0,   0.0, 270.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		43850.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		48750.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,

HIT_______ MESH______ ground_hit002		-2000.0,    3000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		-1000.0,    3000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		2000.0,    2000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		6000.0,    1000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		10000.0,    1000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		15000.0,    2000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		18000.0,    3000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		21000.0,    2000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit002		22000.0,    1000.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		-4500.0,500.0,    0.0,   0.0,   0.0,  90.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		-4500.0,1500.0,    0.0,   0.0,   0.0,  90.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		-4500.0,2500.0,    0.0,   0.0,   0.0,  90.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		1500.0,500.0,    0.0,   0.0,   0.0,  90.0,   1.0,   1.0,
HIT_______ MESH______ ground_hit001		1500.0,1500.0,    0.0,   0.0,   0.0,  90.0,   1.0,   1.0,
