VIEW______ MESH______ new_s6_back2		-5000.0,  400.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		-4000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back4		-4000.0,  590.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		-3000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back1		-3000.0,  760.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		-2000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back3		-2000.0,  590.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		-1000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back2		-1000.0,  400.0, 1000.0,   0.0,   1800.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		    0.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back2		    0.0,  0.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		 1000.0,	0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back3		 1000.0,  0.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		 2000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back3		 2000.0,  250.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		 3000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_back4		 3000.0,  400.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
VIEW______ MESH______ new_s6_block		 4000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
