BACK_VIEWH MESH______ new_s9_wool		-1700.0,    0.0,      0.0,   0.0,   90.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_wool		-1700.0,    0.0,   -800.0,   0.0,   90.0,   0.0,   1.0,   1.0,

BACK_VIEWH MESH______ new_s9_base2		0.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		3000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		6000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		9000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		12000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		15000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		18000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		21000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		24000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		27000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		30000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		33000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		36000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		39000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		42000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		45000.0,    0.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,

BACK_VIEWH MESH______ new_s9_base2		   0.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		3050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		6050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2		9050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       12050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       15050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       18050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       21050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       24050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       27050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       30050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       33050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       36050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       39050.0,    2400.0, -500.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEWH MESH______ new_s9_base2	       42050.0,    2400.0, 1700.0,   0.0,   0.0,   0.0,   1.0,   1.0,
