BACK_VIEW_ MESH______ stage1_base		-7000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		-7000.0,   300.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-6000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back9		-6000.0,   400.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-5000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back8		-5000.0,   500.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-4000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back10		-4000.0,   200.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-3000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		-3000.0,   400.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-2000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back9		-2000.0,   500.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-1000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-1000.0,     0.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		    0.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		    0.0,   300.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		 1000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back8		 1000.0,   300.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		 2000.0,     0.0,     0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back10		 2000.0,   200.0,  1000.0,   0.0,  90.0,   0.0,   1.0,   1.0,

VIEW______ MESH______ new_gate1			-3300.0,     0.0,     0.0,   0.0,  90.0,   0.0,   0.7,   0.7,
VIEW______ MESH______ new_gate1			 1500.0,     0.0,     0.0,   0.0,  90.0,   0.0,   0.7,   0.7,
VIEW______ MESH______ new_gate1			 3500.0,     0.0,     0.0,   0.0,  90.0,   0.0,   0.7,   0.7,

BACK_VIEW_ MESH______ new_s1_back7		-2500.0,   600.0,  2000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-1500.0,     0.0,  2000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		 -500.0,     0.0,  2000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back8		  500.0,   500.0,  2000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back9		-3000.0,   600.0,  3000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-2000.0,     0.0,  3000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-1000.0,     0.0,  3000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		    0.0,     0.0,  3000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back10		 1000.0,   500.0,  3000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back8		-3000.0,   300.0,  4000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-2000.0,     0.0,  4000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-1000.0,     0.0,  4000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		    0.0,     0.0,  4000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		 1000.0,   400.0,  4000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		-2500.0,   400.0,  5000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		-1500.0,     0.0,  5000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back4		 -500.0,     0.0,  5000.0,   0.0,  90.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back8		  500.0,   300.0,  5000.0,   0.0,  90.0,   0.0,   1.0,   1.0,

END_______
