BACK_VIEW_ MESH______ stage1_base		-5000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back9		-5000.0,  500.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-4000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		-4000.0,  300.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-3000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		-3000.0,  200.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-2000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back10		-2000.0,  500.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		-1000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back7		-1000.0,  200.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		    0.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back9		    0.0,  100.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		 1000.0,	0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s1_back9		 1000.0,  200.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ stage1_base		 2000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
