BACK_VIEW_ MESH______ new_s4_back2		-5000.0,  400.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		-4000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back4		-4000.0,  590.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		-3000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back3		-3000.0,  760.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		-2000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back1		-2000.0,  590.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		-1000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back1		-1000.0,  400.0, 1000.0,   0.0,   1800.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		    0.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back1		    0.0,    0.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 1000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back2		 1000.0,    0.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 2000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back3		 2000.0,  250.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 3000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back1		 3000.0,  400.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 4000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back1		 4000.0,  250.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 5000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back3		 5000.0,  450.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 6000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back2		 6000.0,  500.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_map		 7000.0,    0.0,    0.0,   0.0,   0.0,   0.0,   1.0,   1.0,
BACK_VIEW_ MESH______ new_s4_back2		 7000.0,  300.0, 1000.0,   0.0,   0.0,   0.0,   1.0,   1.0,
